;;;;;
Function;FunctionGroup;Process;Invocation;Exclusive Time;Inclusive Time
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 13:1;1200;0.014339;0.014339
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 14:1;1200;0.014756;0.014756
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 15:1;1200;0.022779;0.022779
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 16:1;1500;0.014217;0.014217
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 17:1;1351;0.016945;0.016945
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 18:1;1200;0.015312;0.015312
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 19:1;1200;0.017919;0.017919
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 20:1;1217;0.016069;0.016069
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 21:1;1200;0.017685;0.017685
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 22:1;1200;0.028891;0.028891
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 23:1;1200;0.043944;0.043944
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 24:1;1202;0.022609;0.022609
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 25:1;1198;0.017554;0.017554
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 26:1;1200;0.051048;0.051048
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 27:1;1200;0.015120;0.015120
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 28:1;1500;0.024009;0.024009
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 29:1;1377;0.019814;0.019814
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 30:1;1200;0.016657;0.016657
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 31:1;1200;0.016207;0.016207
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 1;1322;0.343848;0.439873
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 2;1174;0.348929;0.490341
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 3;1199;0.413635;0.509235
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 4;1350;0.359576;0.443058
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 5;1351;0.353622;0.442669
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 6;1200;0.434264;0.579085
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 7;1050;0.314843;0.452574
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 8;1209;0.395534;0.526828
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 9;1200;0.400960;0.531006
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 10;1200;0.348865;0.482999
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 11;1200;0.399345;0.511796
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 12;1200;0.407512;0.536002
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 13;1200;0.392091;0.458887
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 14;1200;0.352768;0.471776
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 15;1200;0.455573;0.523289
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 16;1500;0.396279;0.495185
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 17;1351;0.347285;0.444367
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 18;1200;0.348424;0.486464
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 19;1200;0.428244;0.514446
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 20;1217;0.393265;0.536785
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 21;1200;0.428070;0.518735
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 22;1200;0.359044;0.496809
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 23;1200;0.443988;0.516324
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 24;1202;0.407497;0.532667
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 25;1198;0.428589;0.521292
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 26;1200;0.396641;0.529812
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 27;1200;0.359698;0.482215
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 28;1500;0.387032;0.490322
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 29;1377;0.373341;0.454189
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 30;1200;0.374283;0.502506
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Process 31;1200;0.413502;0.531341
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 1:1;1322;0.420373;0.437925
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 2:1;1174;0.466922;0.484281
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 3:1;1199;0.471699;0.506180
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 4:1;1350;0.412707;0.440876
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 5:1;1351;0.423845;0.442115
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 6:1;1200;0.558585;0.574180
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 7:1;1050;0.435649;0.449952
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 8:1;1209;0.504687;0.523214
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 9:1;1200;0.508143;0.528834
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 10:1;1200;0.458292;0.479921
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 11:1;1200;0.482720;0.509869
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 12:1;1200;0.512776;0.532657
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 13:1;1200;0.424328;0.455522
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 14:1;1200;0.447566;0.468333
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 15:1;1200;0.481453;0.518961
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 16:1;1500;0.468493;0.492622
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 17:1;1351;0.427905;0.442350
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 18:1;1200;0.464795;0.483393
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 19:1;1200;0.473563;0.510924
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 20:1;1217;0.519035;0.534994
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 21:1;1200;0.480718;0.515080
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 22:1;1200;0.477411;0.493237
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 23:1;1200;0.472012;0.511957
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 24:1;1202;0.510838;0.528862
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 25:1;1198;0.484355;0.517619
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 26:1;1200;0.508431;0.528117
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 27:1;1200;0.454303;0.477847
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 28:1;1500;0.474542;0.489694
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 29:1;1377;0.418283;0.450837
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 30:1;1200;0.479628;0.499713
!$omp do @amspec_mpi.f90:193;OMP-LOOP;Thread 31:1;1200;0.502616;0.527014
!$omp parallel @amspec_mpi.f90:193;OMP;Process 1;1322;0.001361;0.441234
!$omp parallel @amspec_mpi.f90:193;OMP;Process 2;1174;0.001444;0.491785
!$omp parallel @amspec_mpi.f90:193;OMP;Process 3;1199;0.001508;0.510743
!$omp parallel @amspec_mpi.f90:193;OMP;Process 4;1350;0.001809;0.444867
!$omp parallel @amspec_mpi.f90:193;OMP;Process 5;1351;0.001594;0.444262
!$omp parallel @amspec_mpi.f90:193;OMP;Process 6;1200;0.001696;0.580780
!$omp parallel @amspec_mpi.f90:193;OMP;Process 7;1050;0.001635;0.454209
!$omp parallel @amspec_mpi.f90:193;OMP;Process 8;1209;0.001512;0.528340
!$omp parallel @amspec_mpi.f90:193;OMP;Process 9;1200;0.001863;0.532870
!$omp parallel @amspec_mpi.f90:193;OMP;Process 10;1200;0.001296;0.484295
!$omp parallel @amspec_mpi.f90:193;OMP;Process 11;1200;0.001620;0.513416
!$omp parallel @amspec_mpi.f90:193;OMP;Process 12;1200;0.001704;0.537706
!$omp parallel @amspec_mpi.f90:193;OMP;Process 13;1200;0.001246;0.460133
!$omp parallel @amspec_mpi.f90:193;OMP;Process 14;1200;0.001424;0.473200
!$omp parallel @amspec_mpi.f90:193;OMP;Process 15;1200;0.001416;0.524705
!$omp parallel @amspec_mpi.f90:193;OMP;Process 16;1500;0.001983;0.497169
!$omp parallel @amspec_mpi.f90:193;OMP;Process 17;1351;0.002232;0.446599
!$omp parallel @amspec_mpi.f90:193;OMP;Process 18;1200;0.001498;0.487963
!$omp parallel @amspec_mpi.f90:193;OMP;Process 19;1200;0.001607;0.516053
!$omp parallel @amspec_mpi.f90:193;OMP;Process 20;1217;0.001837;0.538623
!$omp parallel @amspec_mpi.f90:193;OMP;Process 21;1200;0.001402;0.520136
!$omp parallel @amspec_mpi.f90:193;OMP;Process 22;1200;0.001670;0.498479
!$omp parallel @amspec_mpi.f90:193;OMP;Process 23;1200;0.001423;0.517747
!$omp parallel @amspec_mpi.f90:193;OMP;Process 24;1202;0.001870;0.534537
!$omp parallel @amspec_mpi.f90:193;OMP;Process 25;1198;0.001456;0.522748
!$omp parallel @amspec_mpi.f90:193;OMP;Process 26;1200;0.001695;0.531507
!$omp parallel @amspec_mpi.f90:193;OMP;Process 27;1200;0.001179;0.483393
!$omp parallel @amspec_mpi.f90:193;OMP;Process 28;1500;0.001944;0.492267
!$omp parallel @amspec_mpi.f90:193;OMP;Process 29;1377;0.001953;0.456142
!$omp parallel @amspec_mpi.f90:193;OMP;Process 30;1200;0.001534;0.504040
!$omp parallel @amspec_mpi.f90:193;OMP;Process 31;1200;0.001775;0.533116
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 1:1;1322;0.003756;0.441681
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 2:1;1174;0.003746;0.488027
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 3:1;1199;0.004359;0.510539
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 4:1;1350;0.004570;0.445445
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 5:1;1351;0.003252;0.445368
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 6:1;1200;0.006382;0.580562
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 7:1;1050;0.003798;0.453750
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 8:1;1209;0.004862;0.528076
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 9:1;1200;0.004529;0.533362
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 10:1;1200;0.004312;0.484233
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 11:1;1200;0.004139;0.514008
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 12:1;1200;0.005342;0.537999
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 13:1;1200;0.004204;0.459725
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 14:1;1200;0.004425;0.472758
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 15:1;1200;0.004851;0.523812
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 16:1;1500;0.004199;0.496821
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 17:1;1351;0.004316;0.446666
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 18:1;1200;0.004362;0.487755
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 19:1;1200;0.004440;0.515363
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 20:1;1217;0.004573;0.539566
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 21:1;1200;0.005116;0.520195
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 22:1;1200;0.004647;0.497884
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 23:1;1200;0.004621;0.516578
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 24:1;1202;0.005885;0.534747
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 25:1;1198;0.004979;0.522598
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 26:1;1200;0.004759;0.532875
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 27:1;1200;0.004948;0.482795
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 28:1;1500;0.003438;0.493132
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 29:1;1377;0.005192;0.456029
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 30:1;1200;0.004640;0.504353
!$omp parallel @amspec_mpi.f90:193;OMP;Thread 31:1;1200;0.005431;0.532445
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 1;1322;0.096025;0.096025
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 2;1174;0.141412;0.141412
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 3;1199;0.095600;0.095600
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 4;1350;0.083483;0.083483
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 5;1351;0.089047;0.089047
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 6;1200;0.144821;0.144821
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 7;1050;0.137731;0.137731
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 8;1209;0.131294;0.131294
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 9;1200;0.130047;0.130047
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 10;1200;0.134135;0.134135
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 11;1200;0.112451;0.112451
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 12;1200;0.128490;0.128490
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 13;1200;0.066796;0.066796
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 14;1200;0.119008;0.119008
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 15;1200;0.067717;0.067717
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 16;1500;0.098906;0.098906
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 17;1351;0.097082;0.097082
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 18;1200;0.138041;0.138041
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 19;1200;0.086202;0.086202
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 20;1217;0.143521;0.143521
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 21;1200;0.090665;0.090665
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 22;1200;0.137764;0.137764
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 23;1200;0.072335;0.072335
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 24;1202;0.125170;0.125170
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 25;1198;0.092703;0.092703
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 26;1200;0.133171;0.133171
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 27;1200;0.122517;0.122517
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 28;1500;0.103290;0.103290
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 29;1377;0.080848;0.080848
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 30;1200;0.128223;0.128223
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Process 31;1200;0.117839;0.117839
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 1:1;1322;0.017551;0.017551
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 2:1;1174;0.017359;0.017359
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 3:1;1199;0.034480;0.034480
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 4:1;1350;0.028169;0.028169
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 5:1;1351;0.018270;0.018270
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 6:1;1200;0.015595;0.015595
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 7:1;1050;0.014303;0.014303
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 8:1;1209;0.018527;0.018527
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 9:1;1200;0.020690;0.020690
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 10:1;1200;0.021629;0.021629
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 11:1;1200;0.027149;0.027149
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 12:1;1200;0.019881;0.019881
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 13:1;1200;0.031193;0.031193
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 14:1;1200;0.020767;0.020767
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 15:1;1200;0.037508;0.037508
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 16:1;1500;0.024129;0.024129
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 17:1;1351;0.014445;0.014445
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 18:1;1200;0.018598;0.018598
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 19:1;1200;0.037361;0.037361
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 20:1;1217;0.015959;0.015959
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 21:1;1200;0.034362;0.034362
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 22:1;1200;0.015826;0.015826
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 23:1;1200;0.039946;0.039946
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 24:1;1202;0.018024;0.018024
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 25:1;1198;0.033264;0.033264
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 26:1;1200;0.019686;0.019686
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 27:1;1200;0.023544;0.023544
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 28:1;1500;0.015151;0.015151
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 29:1;1377;0.032553;0.032553
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 30:1;1200;0.020085;0.020085
!$omp ibarrier @amspec_mpi.f90:202;OMP-SYNC;Thread 31:1;1200;0.024398;0.024398
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 1;1322;0.006042;0.007827
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 2;1174;0.004936;0.006444
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 3;1199;0.005210;0.007130
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 4;1350;0.007682;0.009837
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 5;1351;0.005680;0.007320
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 6;1200;0.005806;0.008424
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 7;1050;0.005130;0.006861
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 8;1209;0.005229;0.007391
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 9;1200;0.005632;0.007320
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 10;1200;0.005079;0.007337
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 11;1200;0.005491;0.007598
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 12;1200;0.005626;0.008280
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 13;1200;0.005104;0.007090
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 14;1200;0.004912;0.006643
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 15;1200;0.005717;0.007700
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 16;1500;0.006272;0.008000
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 17;1351;0.006901;0.008903
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 18;1200;0.005047;0.006631
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 19;1200;0.005165;0.007391
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 20;1217;0.005572;0.007371
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 21;1200;0.005541;0.008253
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 22;1200;0.005093;0.006940
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 23;1200;0.005499;0.007681
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 24;1202;0.005469;0.007708
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 25;1198;0.005272;0.007571
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 26;1200;0.005458;0.007115
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 27;1200;0.005003;0.007334
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 28;1500;0.006250;0.007922
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 29;1377;0.006889;0.008962
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 30;1200;0.005177;0.007779
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Process 31;1200;0.005442;0.007214
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 1:1;1322;0.005556;0.007758
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 2:1;1174;0.004343;0.006604
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 3:1;1199;0.004661;0.007028
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 4:1;1350;0.006683;0.010074
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 5:1;1351;0.005268;0.007432
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 6:1;1200;0.005961;0.008270
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 7:1;1050;0.004806;0.006978
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 8:1;1209;0.005129;0.007507
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 9:1;1200;0.004657;0.007291
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 10:1;1200;0.005463;0.007366
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 11:1;1200;0.005443;0.007709
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 12:1;1200;0.005955;0.008173
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 13:1;1200;0.005173;0.007080
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 14:1;1200;0.004665;0.006631
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 15:1;1200;0.005623;0.007796
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 16:1;1500;0.005285;0.008104
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 17:1;1351;0.005045;0.009417
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 18:1;1200;0.004773;0.006785
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 19:1;1200;0.005246;0.007493
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 20:1;1217;0.004719;0.007512
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 21:1;1200;0.006076;0.008211
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 22:1;1200;0.004755;0.007019
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 23:1;1200;0.005553;0.007744
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 24:1;1202;0.005529;0.007815
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 25:1;1198;0.005511;0.007684
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 26:1;1200;0.004612;0.007278
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 27:1;1200;0.005482;0.007141
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 28:1;1500;0.005466;0.007983
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 29:1;1377;0.005448;0.009272
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 30:1;1200;0.005766;0.007785
!$omp do @amspec_mpi.f90:206;OMP-LOOP;Thread 31:1;1200;0.005050;0.007288
!$omp parallel @amspec_mpi.f90:206;OMP;Process 1;1322;0.001047;0.008875
!$omp parallel @amspec_mpi.f90:206;OMP;Process 2;1174;0.001016;0.007461
!$omp parallel @amspec_mpi.f90:206;OMP;Process 3;1199;0.001017;0.008147
!$omp parallel @amspec_mpi.f90:206;OMP;Process 4;1350;0.001243;0.011080
!$omp parallel @amspec_mpi.f90:206;OMP;Process 5;1351;0.001118;0.008438
!$omp parallel @amspec_mpi.f90:206;OMP;Process 6;1200;0.001122;0.009546
!$omp parallel @amspec_mpi.f90:206;OMP;Process 7;1050;0.001036;0.007897
!$omp parallel @amspec_mpi.f90:206;OMP;Process 8;1209;0.001066;0.008457
!$omp parallel @amspec_mpi.f90:206;OMP;Process 9;1200;0.001053;0.008373
!$omp parallel @amspec_mpi.f90:206;OMP;Process 10;1200;0.000956;0.008294
!$omp parallel @amspec_mpi.f90:206;OMP;Process 11;1200;0.001004;0.008602
!$omp parallel @amspec_mpi.f90:206;OMP;Process 12;1200;0.001067;0.009347
!$omp parallel @amspec_mpi.f90:206;OMP;Process 13;1200;0.000892;0.007981
!$omp parallel @amspec_mpi.f90:206;OMP;Process 14;1200;0.000953;0.007596
!$omp parallel @amspec_mpi.f90:206;OMP;Process 15;1200;0.000950;0.008650
!$omp parallel @amspec_mpi.f90:206;OMP;Process 16;1500;0.001331;0.009331
!$omp parallel @amspec_mpi.f90:206;OMP;Process 17;1351;0.001538;0.010441
!$omp parallel @amspec_mpi.f90:206;OMP;Process 18;1200;0.001007;0.007638
!$omp parallel @amspec_mpi.f90:206;OMP;Process 19;1200;0.000948;0.008339
!$omp parallel @amspec_mpi.f90:206;OMP;Process 20;1217;0.001143;0.008514
!$omp parallel @amspec_mpi.f90:206;OMP;Process 21;1200;0.000873;0.009127
!$omp parallel @amspec_mpi.f90:206;OMP;Process 22;1200;0.000941;0.007881
!$omp parallel @amspec_mpi.f90:206;OMP;Process 23;1200;0.000944;0.008625
!$omp parallel @amspec_mpi.f90:206;OMP;Process 24;1202;0.001034;0.008742
!$omp parallel @amspec_mpi.f90:206;OMP;Process 25;1198;0.000959;0.008530
